CUST_ID,사기자여부
1201,0
21463,0
11528,0
13050,0
6322,0
8307,0
12564,0
6362,0
5895,0
6159,0
17016,0
4199,0
15129,0
6511,0
17552,0
8143,0
12432,0
17922,0
14712,0
6209,0
6730,0
4968,0
1324,0
20352,0
17307,0
14840,0
8457,0
1863,0
8932,0
643,0
15255,0
14785,0
13668,0
22271,0
9903,0
13177,0
21967,0
15515,0
204,0
10271,0
6949,0
8172,0
4237,0
11444,0
5834,0
21601,0
6120,0
17834,0
10538,0
19229,0
4026,0
19336,0
21758,1
21630,0
1655,0
4839,0
3478,0
10118,0
7921,0
10222,0
6266,0
6584,0
8737,0
1665,0
16844,1
10582,0
8540,0
7031,0
16172,0
9330,0
21447,0
10997,0
17140,0
21927,0
10492,0
12622,0
3515,0
5803,1
3826,0
21613,0
8097,0
6001,1
4975,0
17624,0
10069,0
17270,0
1365,0
724,0
15819,0
17555,0
7270,0
16962,0
16995,0
19221,0
13010,0
8310,0
9581,0
17082,0
196,0
17263,0
4530,0
10508,0
21656,0
22286,0
1174,0
19630,0
6318,0
19845,0
2407,0
22272,0
17034,0
16490,0
4174,0
2881,0
1981,0
11119,0
22028,0
6610,0
4810,0
16819,0
13334,0
4716,0
15526,0
18712,0
8903,0
17405,0
2404,0
22139,0
1991,0
21562,0
3105,0
3272,0
18333,0
19360,0
13339,0
12566,0
10218,0
21642,0
22110,0
1838,0
9617,1
1127,0
11068,0
21984,0
7097,0
240,0
10532,0
1617,0
3804,0
13127,0
21609,1
1759,0
10221,1
17235,0
2575,1
2419,0
17295,0
4255,0
9897,0
8336,0
12415,0
15046,0
4713,0
6115,0
17851,0
3914,0
16153,0
12666,0
13629,0
5884,0
14823,0
16044,0
13061,0
18792,0
21949,1
21222,0
21513,0
19561,0
5874,0
10161,0
19856,0
6666,0
17862,0
17538,0
21471,0
2452,0
19692,0
15407,0
11462,1
13632,0
11399,0
12289,0
12518,0
18127,0
9323,0
14805,0
21602,1
4443,0
8036,0
2511,0
3692,0
11398,1
5075,0
5126,0
17564,0
2704,0
4339,0
19707,1
19717,0
6344,0
2022,0
4207,0
10249,0
9297,0
8525,0
8358,0
18935,0
11476,0
12727,0
21592,0
19639,0
7963,0
16420,0
1256,0
12993,1
14692,0
6243,0
1473,0
5910,0
10896,0
19171,0
2657,1
15454,0
20087,0
21963,0
15998,0
5969,0
5909,0
13794,0
8343,0
18679,0
4196,0
21822,0
10779,0
11479,0
16163,0
14808,0
15202,0
15494,0
1610,0
15884,0
19271,0
5943,1
8022,0
17352,0
2119,0
12860,0
21431,0
6945,0
16948,0
8546,0
20751,0
4545,0
14748,0
14888,0
3894,0
13026,0
3982,0
21373,0
1431,0
20048,0
